make_model,location,price,body_type,type,warranty,mileage,gearbox,fuel_type,colour,paint,seller,gears,drivetrain,entertainment_media,extras,full_service_history,nonsmoker_vehicle,upholstery,power_hp,safety_category,emission_category
SEAT Leon,IT,24900.0, Sedan, Used,No,3902.0,Automatic,lpg/cng,Blue,Metallic,Dealer,7.0, Front,Standard,4.0,No,No,Other,131.0,middle,high
SEAT Leon,IT,16200.0, Sedan, Used,Yes,122099.0,Automatic,lpg/cng,White,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Leather,131.0,low,high
SEAT Leon,AT,16990.0, Sedan, Used,Yes,31000.0,Manual,benzine,White,Nonmetallic,Dealer,6.0, Front,Standard,4.0,Yes,No,Cloth,131.0,low,high
SEAT Leon,DE,34990.0, Sedan, Demonstration,No,2500.0,Automatic,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,6.0,Yes,Yes,Cloth,190.0,middle,high
SEAT Leon,IT,24900.0, Sedan, Used,No,9000.0,Semi-automatic,diesel,White,Nonmetallic,Dealer,7.0, Front,Standard,2.0,No,No,Other,150.0,middle,high
SEAT Toledo,AT,9900.0, Sedan, Used,No,109460.0,Manual,diesel,Black,Nonmetallic,Dealer,5.0, Front,Standard,4.0,Yes,No,Cloth,105.0,middle,mid
SEAT Ibiza,AT,14290.0, Sedan, Used,No,100000.0,Manual,diesel,White,Metallic,Dealer,5.0, Front,Standard,2.0,No,Yes,Cloth,95.0,middle,high
SEAT Leon,IT,16900.0, Sedan, Used,No,31656.0,Automatic,lpg/cng,Grey,Nonmetallic,Dealer,6.0, Front,Standard,5.0,No,No,Cloth,131.0,low,high
SEAT Leon,IT,23900.0, Sedan, Used,Yes,48513.0,Automatic,benzine,White,Nonmetallic,Dealer,7.0, Front,Standard,5.0,No,No,Cloth,150.0,low,high
SEAT Leon,DE,33990.0, Sedan, Demonstration,Yes,4900.0,Automatic,benzine,Red,Metallic,Dealer,7.0, Front,Standard,7.0,Yes,Yes,Cloth,150.0,high,high
SEAT Leon,IT,17490.0, Sedan, Used,No,15600.0,Automatic,benzine,Grey,Metallic,Dealer,7.0, Front,Standard,3.0,No,No,Leather,131.0,middle,high
SEAT Leon,DE,22880.0, Sedan, Used,No,68800.0,Manual,diesel,Blue,Metallic,Dealer,6.0, Front,Standard,13.0,Yes,No,Leather,150.0,middle,high
SEAT Leon,DE,24670.0, Sedan, Used,Yes,21700.0,Automatic,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,8.0,Yes,No,Cloth,150.0,middle,high
SEAT Leon,IT,14990.0, Sedan, Used,Yes,134350.0,Automatic,diesel,White,Metallic,Dealer,6.0, Front,Standard,3.0,Yes,No,Cloth,150.0,middle,high
SEAT Ibiza,IT,8400.0, Sedan, Used,Yes,78256.0,Manual,diesel,White,Nonmetallic,Dealer,5.0, Front,Standard,1.0,Yes,Yes,Cloth,75.0,low,mid
SEAT Ibiza,DE,13980.0, Sedan, Used,Yes,88042.0,Manual,benzine,Black,Nonmetallic,Dealer,6.0, Front,Standard,3.0,Yes,No,Cloth,116.0,middle,high
SEAT Ibiza,DE,14830.0, Sedan, Used,No,62505.0,Manual,benzine,Blue,Nonmetallic,Dealer,6.0, Front,Standard,7.0,No,Yes,Cloth,116.0,middle,high
SEAT Toledo,AT,11990.0, Sedan, Used,No,83584.0,Manual,diesel,White,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,116.0,low,high
SEAT Ibiza,IT,17900.0, Sedan, Demonstration,No,10000.0,Manual,lpg/cng,Silver,Nonmetallic,Dealer,5.0, Front,Standard,3.0,No,No,Leather,90.0,middle,high
SEAT Leon,DE,22980.0, Sedan, Used,Yes,32900.0,Manual,benzine,Red,Metallic,Dealer,6.0, Front,Standard,6.0,Yes,No,Alcantara,150.0,middle,high
SEAT Altea,AT,3990.0, Sedan, Used,Yes,295000.0,Manual,diesel,Red,Metallic,Dealer,6.0, Front,Standard,3.0,No,No,Cloth,140.0,low,mid-low
SEAT Leon,DE,14700.0, Sedan, Used,No,98371.0,Manual,benzine,Black,Metallic,Dealer,6.0, Front,Standard,7.0,No,No,Leather,125.0,middle,high
SEAT Leon,DE,17290.0, Sedan, Used,No,21600.0,Manual,benzine,Blue,Nonmetallic,Dealer,6.0, Front,Standard,4.0,Yes,Yes,Cloth,131.0,middle,high
SEAT Leon,ES,27830.0, Sedan, Used,No,18985.0,Automatic,diesel,Red,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
SEAT Leon,DE,14985.0, Sedan, Used,Yes,62357.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,7.0,Yes,Yes,Alcantara,150.0,middle,high
SEAT Leon,DE,10440.0, Sedan, Used,Yes,72974.0,Manual,benzine,Blue,Metallic,Dealer,6.0, Front,Standard,10.0,Yes,Yes,Cloth,125.0,middle,mid
SEAT Leon,DE,19650.0, Sedan, Pre-registered,No,23657.0,Manual,benzine,Black,Nonmetallic,Dealer,6.0, Front,Standard,6.0,Yes,No,Cloth,131.0,middle,high
SEAT Leon,IT,12200.0, Sedan, Used,Yes,73368.0,Manual,diesel,Grey,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,105.0,low,mid
SEAT Cordoba,NL,2450.0, Sedan, Used,No,142007.0,Manual,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,75.0,low,mid-low
SEAT Arona,BE,25900.0, Sedan, Used,Yes,25.0,Automatic,benzine,Silver,Metallic,Dealer,7.0, Front,Standard,3.0,No,No,Cloth,110.0,middle,high
SEAT Leon,IT,26990.0, Sedan, Used,Yes,6400.0,Semi-automatic,electric,White,Nonmetallic,Dealer,7.0, Front,Standard,11.0,Yes,Yes,Cloth,150.0,high,high
SEAT Ibiza,BE,8500.0, Sedan, Used,Yes,81797.0,Manual,benzine,White,Nonmetallic,Dealer,5.0, Front,Standard,3.0,Yes,Yes,Cloth,86.0,low,mid
SEAT Ibiza,AT,18987.0, Sedan, Used,Yes,36000.0,Manual,lpg/cng,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,Yes,Yes,Cloth,90.0,middle,high
SEAT Leon,IT,17490.0, Sedan, Used,No,21800.0,Automatic,lpg/cng,Grey,Metallic,Dealer,7.0, Front,Standard,3.0,No,No,Leather,131.0,middle,high
SEAT Leon,DE,26990.0, Sedan, Demonstration,Yes,4900.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,7.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Leon,DE,15980.0, Sedan, Used,No,34872.0,Manual,benzine,Blue,Nonmetallic,Dealer,6.0, Front,Standard,6.0,Yes,No,Cloth,125.0,middle,high
SEAT Leon,DE,31980.0, Sedan, Demonstration,No,2500.0,Manual,benzine,Red,Metallic,Dealer,6.0, Front,Standard,6.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Leon,IT,11423.0, Sedan, Used,Yes,116735.0,Manual,lpg/cng,White,Metallic,Dealer,6.0, Front,Standard,1.0,No,Yes,Cloth,110.0,low,high
SEAT Leon,DE,15980.0, Sedan, Used,No,50765.0,Manual,benzine,Black,Metallic,Dealer,6.0, Front,Standard,6.0,Yes,No,Cloth,125.0,middle,high
SEAT Leon,DE,24480.0, Sedan, Demonstration,No,20000.0,Automatic,benzine,White,Nonmetallic,Dealer,6.0, Front,Standard,7.0,No,Yes,Leather,150.0,middle,high
SEAT Leon,FR,31480.0, Sedan, Used,No,100.0,Automatic,electric,White,Nonmetallic,Dealer,6.0, Front,Standard,4.0,No,No,Cloth,150.0,middle,high
SEAT Ibiza,DE,12980.0, Sedan, Used,No,57400.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,5.0,Yes,No,Alcantara,90.0,middle,high
SEAT Leon,ES,21700.0, Sedan, Used,Yes,7439.0,Automatic,benzine,Blue,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,131.0,low,high
SEAT Leon,DE,28880.0, Sedan, Used,No,5200.0,Manual,benzine,Blue,Metallic,Dealer,6.0, Front,Standard,6.0,Yes,Yes,Leather,150.0,middle,high
SEAT Ibiza,BE,19899.0, Sedan, Used,Yes,24699.0,Automatic,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,2.0,Yes,Yes,Cloth,110.0,middle,high
SEAT Leon,IT,25900.0, Sedan, Used,No,20461.0,Automatic,diesel,Black,Metallic,Dealer,7.0, Front,Standard,7.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Leon,IT,16400.0, Sedan, Used,Yes,114000.0,Automatic,lpg/cng,White,Nonmetallic,Dealer,7.0, Front,Standard,6.0,Yes,Yes,Leather,131.0,middle,high
SEAT Ibiza,DE,12880.0, Sedan, Used,Yes,52100.0,Automatic,benzine,Red,Nonmetallic,Dealer,7.0, Front,Standard,2.0,Yes,Yes,Cloth,110.0,middle,high
SEAT Ibiza,DE,13750.0, Sedan, Used,Yes,30500.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,7.0,Yes,Yes,Cloth,80.0,middle,high
SEAT Ibiza,DE,13990.0, Sedan, Used,Yes,51587.0,Manual,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,6.0,Yes,Yes,Cloth,80.0,middle,high
SEAT Leon,IT,21900.0, Sedan, Demonstration,No,25000.0,Automatic,lpg/cng,Black,Nonmetallic,Dealer,7.0, Front,Standard,2.0,No,No,Cloth,131.0,middle,high
SEAT Leon,DE,17900.0, Sedan, Used,No,21331.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,2.0,No,No,Cloth,131.0,middle,high
SEAT Ibiza,DE,13450.0, Sedan, Used,Yes,64990.0,Manual,diesel,Silver,Nonmetallic,Dealer,5.0, Front,Standard,1.0,Yes,Yes,Cloth,95.0,middle,high
SEAT Leon,AT,17290.0, Sedan, Used,Yes,59411.0,Manual,benzine,Grey,Nonmetallic,Dealer,6.0, Front,Standard,4.0,No,No,Leather,150.0,middle,high
SEAT Ibiza,AT,7490.0, Sedan, Used,Yes,117400.0,Manual,benzine,Green,Metallic,Dealer,5.0, Front,Standard,1.0,Yes,No,Cloth,69.0,middle,mid
SEAT Ibiza,DE,17934.0, Sedan, Used,Yes,36392.0,Manual,benzine,Blue,Metallic,Dealer,5.0, Front,Standard,8.0,Yes,Yes,Cloth,116.0,middle,high
SEAT Leon,DE,24299.0, Sedan, Used,Yes,36334.0,Manual,benzine,Red,Nonmetallic,Dealer,6.0, Front,Standard,10.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Ibiza,DE,21380.0, Sedan, Used,Yes,18500.0,Automatic,benzine,Grey,Metallic,Dealer,7.0, Front,Standard,5.0,No,Yes,Cloth,110.0,middle,high
SEAT Leon,DE,23990.0, Sedan, Used,Yes,68619.0,Automatic,diesel,Black,Metallic,Dealer,6.0, Front,Standard,6.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Arona,AT,27120.0, Sedan, Demonstration,Yes,396.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,9.0,Yes,Yes,Cloth,95.0,high,high
SEAT Leon,DE,19790.0, Sedan, Used,No,51000.0,Manual,benzine,Black,Metallic,Dealer,6.0, Front,Standard,2.0,No,No,Cloth,150.0,low,high
SEAT Leon,DE,25980.0, Sedan, Demonstration,No,10000.0,Manual,benzine,Red,Metallic,Dealer,6.0, Front,Standard,4.0,Yes,Yes,Cloth,131.0,middle,high
SEAT Leon e-Hybrid,IT,33900.0, Sedan, Used,No,80.0,Automatic,benzine,Silver,Metallic,Dealer,6.0, Front,Standard,8.0,No,Yes,Cloth,150.0,middle,high
SEAT Toledo,DE,7650.0, Sedan, Used,No,124800.0,Manual,benzine,Silver,Metallic,Dealer,5.0, Front,Standard,4.0,No,No,Cloth,86.0,middle,mid
SEAT Leon,DE,17900.0, Sedan, Used,No,33449.0,Manual,benzine,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,131.0,middle,high
SEAT Leon,DE,34680.0, Sedan, Demonstration,Yes,5000.0,Automatic,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,7.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Ibiza,DE,16450.0, Sedan, Used,No,69978.0,Manual,benzine,Silver,Nonmetallic,Dealer,6.0, Front,Standard,5.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Ibiza,AT,18290.0, Sedan, Used,No,201.0,Manual,benzine,Silver,Metallic,Dealer,5.0, Front,Standard,3.0,Yes,No,Cloth,80.0,low,high
SEAT Leon,DE,21950.0, Sedan, Used,No,1600.0,Manual,benzine,Red,Nonmetallic,Dealer,6.0, Front,Standard,3.0,No,Yes,Cloth,131.0,middle,high
SEAT Leon,DE,33700.0, Sedan, Pre-registered,No,10.0,Manual,benzine,White,Metallic,Dealer,6.0, Front,Standard,6.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Leon,DE,17595.0, Sedan, Used,Yes,27600.0,Manual,benzine,White,Nonmetallic,Dealer,6.0, Front,Standard,3.0,Yes,Yes,Cloth,131.0,middle,high
SEAT Leon,ES,27830.0, Sedan, Used,No,14341.0,Automatic,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
SEAT Leon,DE,30490.0, Sedan, Pre-registered,No,100.0,Manual,benzine,Black,Metallic,Dealer,6.0, Front,Standard,12.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Leon,DE,13285.0, Sedan, Used,Yes,74200.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,7.0,Yes,Yes,Leather,140.0,middle,mid
SEAT Leon,DE,24890.0, Sedan, Pre-registered,No,2500.0,Manual,benzine,Red,Nonmetallic,Dealer,6.0, Front,Standard,2.0,Yes,Yes,Cloth,110.0,middle,high
SEAT Leon,LU,27990.0, Sedan, Used,Yes,17482.0,Automatic,benzine,Grey,Metallic,Dealer,7.0, Front,Standard,6.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Leon,FR,30990.0, Sedan, Used,No,20154.0,Automatic,diesel,Black,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
SEAT Leon,IT,16900.0, Sedan, Used,Yes,49500.0,Manual,lpg/cng,Grey,Metallic,Dealer,6.0, Front,Standard,6.0,Yes,No,Cloth,131.0,low,high
SEAT Leon,DE,30490.0, Sedan, Pre-registered,No,100.0,Manual,benzine,White,Metallic,Dealer,6.0, Front,Standard,12.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Leon,DE,24950.0, Sedan, Used,No,5442.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,3.0,No,No,Cloth,131.0,middle,high
SEAT Leon,IT,26600.0, Sedan, Pre-registered,No,13.0,Automatic,electric,White,Nonmetallic,Dealer,7.0, Front,Standard,3.0,No,No,Cloth,110.0,middle,high
SEAT Leon,DE,24650.0, Sedan, Used,No,35360.0,Automatic,diesel,Grey,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Alcantara,150.0,middle,high
SEAT Arona,LU,22990.0, Sedan, Used,Yes,30978.0,Automatic,benzine,Black,Metallic,Dealer,7.0, Front,Standard,4.0,Yes,Yes,Alcantara,116.0,middle,high
SEAT Leon,DE,25789.0, Sedan, Used,Yes,19649.0,Automatic,benzine,Grey,Metallic,Dealer,7.0, Front,Standard,12.0,Yes,Yes,Leather,150.0,middle,high
SEAT Ibiza,DE,13900.0, Sedan, Used,No,16800.0,Manual,benzine,Blue,Nonmetallic,Dealer,5.0, Front,Standard,4.0,Yes,Yes,Cloth,80.0,middle,high
SEAT Leon,DE,23990.0, Sedan, Used,Yes,38372.0,Manual,benzine,Black,Metallic,Dealer,6.0, Front,Standard,4.0,Yes,Yes,Alcantara,150.0,middle,high
SEAT Leon,AT,18900.0, Sedan, Used,No,37491.0,Manual,benzine,Black,Metallic,Dealer,6.0, Front,Standard,2.0,Yes,No,Cloth,131.0,low,high
SEAT Toledo,DE,8533.0, Sedan, Used,No,69414.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,3.0,Yes,No,Cloth,105.0,low,mid
SEAT Leon,IT,29900.0, Sedan, Used,No,19456.0,Automatic,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,8.0,No,Yes,Cloth,156.0,middle,high
SEAT Leon,DE,18980.0, Sedan, Used,No,57980.0,Manual,benzine,Red,Metallic,Dealer,6.0, Front,Standard,10.0,Yes,No,Leather,150.0,middle,high
SEAT Leon,DE,14890.0, Sedan, Used,No,70565.0,Manual,benzine,Black,Metallic,Dealer,6.0, Front,Standard,5.0,Yes,Yes,Leather,125.0,middle,high
SEAT Ibiza,DE,11790.0, Sedan, Used,No,68750.0,Manual,benzine,Blue,Metallic,Dealer,5.0, Front,Standard,2.0,No,No,Other,95.0,middle,high
SEAT Leon,IT,27990.0, Sedan, Used,No,10000.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,6.0,No,No,Cloth,150.0,middle,high
SEAT Leon,IT,17883.0, Sedan, Used,Yes,67598.0,Automatic,lpg/cng,Grey,Metallic,Dealer,7.0, Front,Standard,3.0,No,Yes,Cloth,131.0,low,high
SEAT Leon,DE,34680.0, Sedan, Demonstration,Yes,40.0,Automatic,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,7.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Leon,FR,10995.0, Sedan, Used,Yes,49950.0,Manual,diesel,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,106.0,low,high
SEAT Ibiza,IT,3500.0, Sedan, Used,Yes,240000.0,Manual,diesel,Red,Metallic,Dealer,5.0, Front,Standard,3.0,No,No,Cloth,80.0,low,mid-low
SEAT Leon,DE,28480.0, Sedan, Used,No,11793.0,Automatic,diesel,Grey,Metallic,Dealer,7.0, Front,Standard,4.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Leon,DE,34680.0, Sedan, Demonstration,Yes,1837.0,Automatic,benzine,Black,Metallic,Dealer,6.0, Front,Standard,7.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Ibiza,DE,11980.0, Sedan, Used,Yes,53700.0,Manual,benzine,Red,Metallic,Dealer,5.0, Front,Standard,1.0,No,Yes,Cloth,75.0,middle,high
SEAT Ibiza,IT,16989.0, Sedan, Employee's car,Yes,29.0,Manual,lpg/cng,Blue,Metallic,Dealer,6.0, Front,Standard,2.0,No,Yes,Leather,90.0,middle,high
SEAT Ibiza,AT,22890.0, Sedan, Used,No,201.0,Manual,benzine,Blue,Metallic,Dealer,5.0, Front,Standard,3.0,Yes,No,Cloth,110.0,low,high
SEAT Ibiza,DE,12480.0, Sedan, Used,Yes,34571.0,Manual,benzine,Red,Nonmetallic,Dealer,5.0, Front,Standard,2.0,Yes,No,Cloth,80.0,middle,high
SEAT Ibiza,IT,13700.0, Sedan, Used,Yes,15477.0,Manual,benzine,White,Metallic,Dealer,5.0, Front,Standard,1.0,Yes,No,Cloth,80.0,low,high
SEAT Ibiza,IT,5000.0, Sedan, Used,No,148000.0,Manual,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,86.0,low,mid
SEAT Leon,DE,28940.0, Sedan, Used,No,16694.0,Automatic,diesel,Grey,Metallic,Dealer,7.0, Front,Standard,6.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Ibiza,IT,13700.0, Sedan, Used,Yes,14795.0,Manual,benzine,White,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,80.0,low,high
SEAT Leon,DE,29890.0, Sedan, Pre-registered,No,100.0,Manual,benzine,Red,Nonmetallic,Dealer,6.0, Front,Standard,9.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Leon,DE,30890.0, Sedan, Used,No,7500.0,Automatic,benzine,Silver,Metallic,Dealer,6.0, Front,Standard,7.0,Yes,Yes,Cloth,150.0,middle,high
SEAT Ibiza,FR,24490.0, Sedan, Used,No,7518.0,Automatic,benzine,Red,Nonmetallic,Dealer,5.0, Front,Standard,4.0,No,No,Cloth,95.0,middle,high
SEAT Leon,IT,27800.0, Sedan, Used,Yes,7776.0,Automatic,benzine,Red,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,middle,high
SEAT Ibiza,DE,18950.0, Sedan, Used,Yes,11400.0,Manual,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,6.0,Yes,Yes,Cloth,95.0,middle,high
SEAT Ibiza,DE,25780.0, Sedan, Demonstration,No,200.0,Automatic,benzine,Grey,Metallic,Dealer,7.0, Front,Standard,6.0,No,No,Cloth,110.0,middle,high
SEAT Ibiza,AT,3990.0, Sedan, Used,No,160000.0,Manual,benzine,Yellow,Nonmetallic,Dealer,5.0, Front,Standard,6.0,Yes,No,Cloth,69.0,low,mid-low
SEAT Leon,DE,16990.0, Sedan, Used,Yes,25071.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,2.0,Yes,Yes,Cloth,131.0,middle,high
SEAT Ibiza,BE,15499.0, Sedan, Used,Yes,12527.0,Manual,benzine,White,Metallic,Dealer,5.0, Front,Standard,1.0,Yes,Yes,Cloth,95.0,low,high
SEAT Ibiza,DE,19990.0, Sedan, Demonstration,No,1000.0,Manual,benzine,Red,Metallic,Dealer,5.0, Front,Standard,3.0,Yes,Yes,Cloth,95.0,middle,high
SEAT Ibiza,AT,18987.0, Sedan, Used,Yes,29990.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,4.0,Yes,Yes,Cloth,80.0,middle,high
SEAT Leon,IT,20900.0, Sedan, Used,No,19911.0,Automatic,lpg/cng,Black,Metallic,Dealer,7.0, Front,Standard,2.0,No,No,Other,131.0,middle,high
SEAT Ibiza,DE,19950.0, Sedan, Demonstration,No,5500.0,Manual,benzine,White,Nonmetallic,Dealer,5.0, Front,Standard,2.0,No,No,Cloth,80.0,middle,high
SEAT Ibiza,DE,6999.0, Sedan, Used,No,76000.0,Manual,benzine,White,Nonmetallic,Private seller,5.0, Front,Standard,3.0,No,Yes,Cloth,69.0,low,mid
SEAT Leon,DE,21750.0, Sedan, Used,No,3084.0,Manual,benzine,Red,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,Yes,Cloth,110.0,middle,high
SEAT Ibiza,DE,19485.0, Sedan, Used,Yes,8102.0,Manual,benzine,White,Metallic,Dealer,6.0, Front,Standard,7.0,Yes,Yes,Cloth,110.0,high,high
SEAT Leon,DE,23990.0, Sedan, Demonstration,No,100.0,Manual,benzine,Red,Nonmetallic,Dealer,6.0, Front,Standard,2.0,Yes,Yes,Cloth,110.0,high,high
SEAT Leon,DE,20699.0, Sedan, Used,Yes,42918.0,Automatic,benzine,Red,Metallic,Dealer,6.0, Front,Standard,9.0,Yes,No,Cloth,150.0,middle,high
SEAT Leon,IT,29490.0, Sedan, Used,No,23650.0,Automatic,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,12.0,No,No,Cloth,150.0,high,high
SEAT Ibiza,IT,6500.0, Sedan, Used,No,113500.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,69.0,low,high
SEAT Ibiza,IT,16989.0, Sedan, Employee's car,Yes,70.0,Manual,lpg/cng,White,Metallic,Dealer,6.0, Front,Standard,2.0,No,Yes,Leather,90.0,middle,high
SEAT Leon,DE,23480.0, Sedan, Used,No,9999.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,4.0,Yes,No,Cloth,131.0,middle,high
SEAT Ibiza,ES,13590.0, Sedan, Used,Yes,44291.0,Manual,benzine,White,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,95.0,low,high
SEAT Arona,AT,29630.0, Sedan, Employee's car,Yes,3553.0,Automatic,benzine,White,Nonmetallic,Dealer,7.0, Front,Standard,11.0,Yes,Yes,Cloth,110.0,middle,high
SEAT Ibiza,DE,19990.0, Sedan, Used,No,7350.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,4.0,Yes,Yes,Cloth,110.0,middle,high
SEAT Ibiza,DE,15490.0, Sedan, Used,No,22900.0,Manual,benzine,Silver,Metallic,Dealer,5.0, Front,Standard,4.0,Yes,Yes,Cloth,95.0,middle,high
SEAT Leon,DE,29990.0, Sedan, Demonstration,Yes,9900.0,Automatic,electric,Red,Metallic,Dealer,6.0, Front,Standard,12.0,Yes,Yes,Leather,150.0,high,high
SEAT Ibiza,DE,15650.0, Sedan, Used,No,29988.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,3.0,Yes,Yes,Cloth,116.0,middle,high
SEAT Ibiza,DE,17980.0, Sedan, Used,No,6908.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,2.0,Yes,No,Cloth,116.0,middle,high
SEAT Leon,DE,29850.0, Sedan, Used,No,18828.0,Automatic,diesel,Grey,Metallic,Dealer,7.0, Front,Standard,6.0,No,No,Cloth,150.0,middle,high
SEAT Leon,DE,21980.0, Sedan, Used,No,32250.0,Manual,benzine,Red,Metallic,Dealer,6.0, Front,Standard,12.0,Yes,No,Leather,131.0,high,high
SEAT Ibiza,FR,16990.0, Sedan, Used,No,39030.0,Manual,benzine,Red,Nonmetallic,Dealer,5.0, Front,Standard,4.0,No,No,Cloth,95.0,middle,high
SEAT Ibiza,IT,5900.0, Sedan, Used,No,90000.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,69.0,low,mid-low
SEAT Ibiza,ES,14600.0, Sedan, Used,Yes,37648.0,Manual,diesel,White,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,95.0,low,high
SEAT Ibiza,DE,22980.0, Sedan, Pre-registered,Yes,20.0,Manual,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,12.0,Yes,Yes,Cloth,110.0,middle,high
SEAT Ibiza,DE,12990.0, Sedan, Used,No,45000.0,Manual,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,7.0,Yes,No,Cloth,95.0,middle,high
SEAT Ibiza,DE,13990.0, Sedan, Used,No,44372.0,Manual,benzine,White,Nonmetallic,Dealer,5.0, Front,Standard,1.0,Yes,Yes,Cloth,95.0,middle,high
SEAT Ibiza,DE,23890.0, Sedan, Pre-registered,Yes,20.0,Manual,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,12.0,Yes,Yes,Cloth,110.0,middle,high
SEAT Leon,DE,23780.0, Sedan, Used,No,17800.0,Manual,benzine,White,Nonmetallic,Dealer,6.0, Front,Standard,4.0,Yes,No,Cloth,131.0,middle,high
SEAT Ibiza,DE,20950.0, Sedan, Used,No,2514.0,Manual,benzine,Black,Metallic,Dealer,6.0, Front,Standard,4.0,No,No,Cloth,110.0,middle,high
SEAT Leon,FR,32490.0, Sedan, Used,No,100.0,Automatic,electric,Grey,Nonmetallic,Dealer,6.0, Front,Standard,4.0,No,No,Cloth,150.0,middle,high
SEAT Ibiza,FR,12980.0, Sedan, Used,Yes,58207.0,Manual,diesel,Grey,Nonmetallic,Dealer,5.0, Front,Standard,5.0,No,No,Cloth,105.0,middle,high
SEAT Altea XL,IT,4900.0, Sedan, Used,No,76000.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,5.0,No,No,Cloth,102.0,middle,mid-low
SEAT Leon,DE,15790.0, Sedan, Used,Yes,27288.0,Manual,benzine,Blue,Nonmetallic,Dealer,6.0, Front,Standard,1.0,Yes,Yes,Cloth,116.0,middle,high
SEAT Ibiza,DE,18980.0, Sedan, Used,Yes,29980.0,Automatic,benzine,Red,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,116.0,middle,high
